name,title,stars,review
MBM,Amazon AAA batteries,5.0 out of 5 stars,"The most important thing for me is that these batteries don't leak over time in the products, even under a variety of temperatures. I had batteries leaking and ruining electronics before, because the acid or whatever chemicals they used corroded the internals unknown to me. These also seem to last quite a while surprisingly at this price point. So I started using Amazon batteries in everything in all sizes."
Jeep Girl,There IS a reason they cost less,2.0 out of 5 stars,"These are no better then Rayovac batteries. We had high hopes based on the reviews. Lesson learned.....can’t always believe the reviews. Maybe some people have had good luck with Amazon batteries. We’ve tried several different sizes. They don’t last as long as the Duracell’s, they leak. I guess you get what you pay for. If you buy these batteries, I hope they work for you. I’m going back to Duracell."
wiredweird,"So far, so good",5.0 out of 5 stars,"They're new to me, so I can't weigh in on any of the long-term stuff (like longevity and leakage). But, this is a world where alkaline batteries are commodities, and this looks like a quite adequate commodity. If experience warrants a down-grade from my 5-star review, you'll see it here first.-- wiredweird"
UNyque B,Have Extras,2.0 out of 5 stars,"So I think my purpose was to have durable batteries. These died within a week in my remote control and my temperature reader. I have a battery tester so when I tried most were low or just plain dead. I did get a few good ones. I normally do not write negative post but with the weather the way it is, be stocked up."
Jen,Die after 3 days,2.0 out of 5 stars,I ordered a pack and they were defective and they sent replacement. Replacement is also defective. Never had this problem with their batteries. I put them in my led lights and they worked for about 3 days Wasted my money.
Let Me Help,Great value for the money,5.0 out of 5 stars,"I have bought these on my business account, for work, prior to this purchase and was so pleased. I couldn’t believe the value for the money! So, with kids and a husband who all go through batteries like hot cakes, I just knew I needed to order these for our home use too. Even if they don’t last as long as other brands (I haven’t literally tracked how they compare.. I’m just saying hypothetically) you get sooo many more for such a great price! Totally worth it!"
Yamin,Good value for money.,5.0 out of 5 stars,"I bought these batteries for my son’s toys.I tried dollar store batteries first but they did not last for more than 4 hours.I did not want to spend money on buying duracell batteries ,So I bought these to see.I will say these are good but not as good as duracell.These battery lasted twice compared to dollar store batteries so definetly worth the price."
Douglas W,Good batteries,5.0 out of 5 stars,I've ordered several brands of rechargeable batteries off of Amazon with mixed results. Some of the brands I've ordered seem to maintain a charge while in use for longer than these batteries and some brands are garbage. The Amazon branded batteries have been consistent. They are always good. Some brands may be a little better but they will cost you more money so based on consistency and value these batteries deserve 5 stars.
Greg W,May get a bunch of batteries that are half drained.,1.0 out of 5 stars,Not sure what Amazon decided to do on these batteries but half of them are not strong enough to power a little handheld fan that only needs 1 AAA battery. I had to check multiple batteries to find one that had enough power to power my pocket fan. Works great for remotes since they don’t require that much power. Won’t be ordering Amazon Batteries anymore.
Troy A,Solid battery for a cheap price,5.0 out of 5 stars,"Bought a pack of these cause they were cheaper than what I found at walmart. I thought what they hay, I'll give the generic amazon brand batteries a try.The batteries arrived in a cardboard box (like the batteries are held in the box itself), and are plastic wrapped in sets of 4. I slid the box into the battery drawer and it's been nice having the pack there.The plastic wrap is easy enough for an adult to get off, but I think my toddler would be challenged for a while to get batteries loose (I consider this a plus).The batteries are holding up fairly well, no duds that we've found so far. I've put them in various toys & devices around the home, and they seem to hold up as well as other name brands.Once I'm down to my last pack of 4, I'll be reordering more. I also ordered these in AAA, and I'll probably order them in the crazy toddler toy sizes if they make them."
